"Fine Dust Particles (FDP) a.k.a. suspended particulate matter (SPM) Average hourly values: PM10, ug / m3 for the period from 01.01.2015 to 31.12.2019",,,,,,,,,
Date,Time,Sofia-Druzhba,Sofia - EEA/Pavlovo,Sofia-Kopitoto,Sofia - Mladost,Sofia-Nadezhda,Sofia - Orlov Most,Sofia - Hipodrome,Gara Yana
1/1/2015,1:00,78.55,110.01,13.3,,95.53,49.33,31.79,77.30
1/1/2015,2:00,159.85,206.11,14.42,,64.11,100.33,94.59,91.20
1/1/2015,3:00,100.8,205.72,13.44,,21.53,63.58,98.81,47.60
1/1/2015,4:00,53.33,179.01,12.45,,11.17,70.5,89.95,29.40
1/1/2015,5:00,32.93,86.91,12.66,,14.32,21.47,70.26,31.30
1/1/2015,6:00,12.26,52.4,11.72,,23.13,48.15,41.72,30.60
1/1/2015,7:00,25.15,38.61,10.65,,24.29,25.8,27.05,89.30
1/1/2015,8:00,21.43,38.74,9.96,,15.71,24.22,29.43,107.40
1/1/2015,9:00,14.63,46.96,9.08,,19.09,37.05,27.6,70.60
1/1/2015,10:00,18.76,47.95,8.17,,18.56,28.59,27.66,36.80
1/1/2015,11:00,31.05,21.48,8.18,,40.74,22.34,37.58,32.70
1/1/2015,12:00,39.95,21.12,7.93,,63.69,19.23,34.07,33.80
1/1/2015,13:00,34.13,17.02,8.2,,55.86,16.96,26.68,73.60
1/1/2015,14:00,24.97,15.87,8.33,,36.35,25.35,27.71,114.90
1/1/2015,15:00,,19.72,8.7,,28.52,32.6,33.29,
1/1/2015,16:00,,26.61,9.12,,4.91,44.46,35.21,65.30
1/1/2015,17:00,17.94,39.7,9.18,,36.97,47.96,42,83.00
1/1/2015,18:00,57.34,54.92,9.11,,38.26,58.48,47.22,115.00
1/1/2015,19:00,51.76,118.3,8.97,,47.92,61.91,73.85,65.40
1/1/2015,20:00,51.02,196.37,7.98,,49.98,63.62,80.26,51.90
1/1/2015,21:00,54.12,196.16,7.26,,45.7,65.4,75.18,36.20
1/1/2015,22:00,59.62,60.7,7.05,,54.69,74.05,63.86,31.50
1/1/2015,23:00,60.81,47.62,8.28,,49.08,62.48,59.89,39.30
1/1/2015,24:00:00,54.67,42.63,7.09,,56.8,57.56,68.26,38.50
1/2/2015,1:00,,43.24,6.17,,51.34,51.7,59.29,55.40
1/2/2015,2:00,67.7,38.04,6.67,,45.16,46.47,47.69,61.10
1/2/2015,3:00,115.58,30.16,7.66,,47.29,42.54,37.38,
1/2/2015,4:00,121.93,26.34,7.76,,36.9,35.26,35.01,
1/2/2015,5:00,139.93,23.17,8.39,,36.66,33.58,30.7,
1/2/2015,6:00,108.35,22.29,7.97,,49.23,34.83,29.42,17.10
1/2/2015,7:00,92.94,22.26,7.56,,54.57,33.82,30.74,36.60
1/2/2015,8:00,106.02,24.02,7.29,,73.67,29.95,31.25,26.60
1/2/2015,9:00,98.06,25.79,8.26,,80.29,30.74,38.21,24.40
1/2/2015,10:00,102.79,26.52,8.59,,86.28,31.39,40.02,33.10
1/2/2015,11:00,134.17,23,8.21,,100.78,28.64,35.66,15.20
1/2/2015,12:00,,27.09,7.7,,73.3,28.27,31.9,
1/2/2015,13:00,,25.5,7.22,,56.02,31.73,34.06,
1/2/2015,14:00,40.89,21.97,7.37,,53.41,28.67,35.14,
1/2/2015,15:00,59.66,21.84,6.97,,36.54,28.5,34.85,
1/2/2015,16:00,54.07,29.62,7.48,,7.75,27.86,37.32,
1/2/2015,17:00,52.26,28.1,7.94,,38.74,29.04,30.57,
1/2/2015,18:00,39.6,34.28,8.27,,26.39,32.37,40.95,41.00
1/2/2015,19:00,36.15,34.43,7.85,,29.23,36.88,42.87,59.40
1/2/2015,20:00,34.66,30.25,7.7,,36.28,46.36,32.01,86.70
1/2/2015,21:00,42.61,25.03,8.25,,33.4,42.48,33.73,48.40
1/2/2015,22:00,57.53,81.68,8.63,,55.2,65.12,57.57,21.60
1/2/2015,23:00,121.56,53.14,6.81,,109.79,116.52,47.16,18.60
1/2/2015,24:00:00,117.38,71.43,6.56,,97.07,177.97,82.75,24.00
1/3/2015,1:00,,118.7,6.05,,81.41,118.03,98.55,47.20
1/3/2015,2:00,85.06,128.17,5.4,,81.04,111.94,85.38,56.30
1/3/2015,3:00,75.95,124.39,5.53,,76.33,105.06,81.95,64.10
1/3/2015,4:00,105.74,122.72,5.27,,78.84,98.24,86.09,47.70
1/3/2015,5:00,114.13,116.54,5.13,,79.64,81.93,87.8,73.30
1/3/2015,6:00,95.67,96.43,6.97,,73.03,92.6,53.02,63.80
1/3/2015,7:00,86.35,14.35,10.52,,58.31,70.55,31.12,25.40
1/3/2015,8:00,97.59,7.34,4.27,,110.43,90.56,24.94,45.50
1/3/2015,9:00,93.81,10.3,4.23,,20.33,55.82,34.3,37.90
1/3/2015,10:00,90.4,9.71,4.3,,14.55,14.5,25.89,37.20
1/3/2015,11:00,9.08,9.35,4.42,,8.83,13.24,25.66,31.30
1/3/2015,12:00,3.67,12.57,4.49,,13.69,13.53,22.93,34.40
1/3/2015,13:00,12.48,13.01,4.76,,13.3,19.52,19.64,18.20
1/3/2015,14:00,30.6,12.87,5.66,,2.63,19.88,27.19,20.90
1/3/2015,15:00,17.34,17.23,6.48,,27.45,16.45,28.01,17.90
1/3/2015,16:00,27.39,13.36,7.04,,2.63,18.06,21.31,12.30
1/3/2015,17:00,27.51,14.39,7.37,,17.83,19.32,24.6,10.10
1/3/2015,18:00,40.25,18.25,7.49,,19.71,30.99,25,10.50
1/3/2015,19:00,50.34,15.41,7.39,,22.7,43.13,32.52,22.60
1/3/2015,20:00,45.68,18,7.27,,25.52,55.04,36.45,28.60
1/3/2015,21:00,77.49,21.74,6.75,,29.73,51.32,43.22,45.40
1/3/2015,22:00,78.89,79.55,6.07,,36.09,52.64,46.35,52.20
1/3/2015,23:00,72.29,56.5,5.88,,47.2,55.2,52.11,31.00
1/3/2015,24:00:00,59.84,71.73,5.36,,53.65,56.99,58.24,45.60
1/4/2015,1:00,73.82,46.87,5.28,,51.15,91.39,54.15,60.50
1/4/2015,2:00,118.78,39.46,6.13,,67.1,122.53,54.65,28.50
1/4/2015,3:00,113.54,36.64,6.04,,92.18,86.64,57.5,48.40
1/4/2015,4:00,80.49,49.3,5.58,,84.96,138.32,53.69,39.70
1/4/2015,5:00,61.87,55.59,5.51,,79.42,88.18,65.41,24.80
1/4/2015,6:00,47.59,66.31,5.37,,73.27,68.58,90.91,51.00
1/4/2015,7:00,49.56,114.47,5.34,,91.39,72.76,97.15,30.70
1/4/2015,8:00,58.31,106.44,5.12,,97.81,83.16,90.65,46.60
1/4/2015,9:00,69.26,97.09,5.13,,91.12,88.33,84.17,40.80
1/4/2015,10:00,56.19,75.48,5.22,,90.41,73.95,60.24,39.30
1/4/2015,11:00,79.44,73.31,5.71,,83.16,72.93,55.52,34.70
1/4/2015,12:00,110.04,67.2,,,96.38,111.9,75.38,51.60
1/4/2015,13:00,40.72,10.66,,,71.79,12.41,18.7,38.00
1/4/2015,14:00,5.25,10.35,,,2.63,12.64,21.76,15.50
1/4/2015,15:00,11.79,11.58,,,6.91,14.32,20.72,11.80
1/4/2015,16:00,14.86,11.58,,,12.37,17.07,20.18,29.00
1/4/2015,17:00,16.31,11.5,,,6.64,14.3,18.43,15.30
1/4/2015,18:00,16.4,11.99,,,9.37,15.75,18.19,20.20
1/4/2015,19:00,11.81,10.1,,,10.17,11.93,18.29,14.90
1/4/2015,20:00,10.54,11.63,,,5.32,12.38,18.14,14.00
1/4/2015,21:00,16.14,13.48,,,16.84,11.54,17.75,31.20
1/4/2015,22:00,11.83,10.18,,,12.52,12.3,15.65,22.00
1/4/2015,23:00,17.68,10.5,,,8.7,15.87,17.28,18.60
1/4/2015,24:00:00,13.83,11.18,,,16.23,10.78,17.55,10.10
1/5/2015,1:00,22.39,9.47,,,13.35,7.55,15.43,14.40
1/5/2015,2:00,11.48,8.61,,,7.91,7.57,14.59,33.90
1/5/2015,3:00,16.91,8.07,,,6.1,7.19,13.63,29.90
1/5/2015,4:00,13.21,6.55,,,7.03,6.27,10.99,30.70
1/5/2015,5:00,11.07,5.49,,,3.65,5.27,11.06,29.60
1/5/2015,6:00,9.39,6.69,,,8.56,6.92,11.43,33.80
1/5/2015,7:00,8.49,7.6,,,9.35,9.85,11.06,60.70
1/5/2015,8:00,16.95,9.97,,,9,11.76,12.29,30.50
1/5/2015,9:00,18.81,11.73,,,8.51,13.47,12.45,29.70
1/5/2015,10:00,8.93,14.51,,,11.74,20.59,14.14,24.90
1/5/2015,11:00,6.2,16.08,,,23.97,12.93,11.94,27.30
1/5/2015,12:00,9.2,12.5,,,32.04,15.21,11.94,16.30
1/5/2015,13:00,13.4,12.83,,,30.29,12.87,12.26,36.80
1/5/2015,14:00,27.24,12.38,,,14.54,15.25,16.56,19.60
1/5/2015,15:00,20.93,14.96,,,22.16,17.05,17.51,25.20
1/5/2015,16:00,24.86,15.71,,,13.78,19.05,20.48,18.10
1/5/2015,17:00,23.6,16.62,,,11.51,15.82,17.56,23.80
1/5/2015,18:00,29.3,21.95,,,15.3,18.07,22.59,24.50
1/5/2015,19:00,27.28,20.58,,,17.61,23.73,19.12,19.90
1/5/2015,20:00,24.77,26.27,,,20.66,24.54,21.28,27.80
1/5/2015,21:00,,25.93,,,24.92,34.52,22.13,35.20
1/5/2015,22:00,,23.15,,,30.13,25.9,19.22,23.40
1/5/2015,23:00,5.46,25.38,,,28.22,37.5,19.89,22.60
1/5/2015,24:00:00,29.94,22.87,,,15.12,27.95,18.19,21.30
1/6/2015,1:00,,20.33,,,8.17,27.94,18.33,23.40
1/6/2015,2:00,22.61,18.8,,,4.55,22.12,17.18,16.70
1/6/2015,3:00,22.6,15.84,,,9.51,20.59,17.1,18.10
1/6/2015,4:00,24.61,17.64,,,14.2,17.21,17.29,25.40
1/6/2015,5:00,26.94,18.51,,,30.15,19.99,19.1,30.80
1/6/2015,6:00,24.72,20.3,,,23.34,21.75,20.13,33.90
1/6/2015,7:00,31.81,19.07,,,32.68,22.04,20.15,29.90
1/6/2015,8:00,29.38,22,,,24,30.15,21.35,20.00
1/6/2015,9:00,31.38,25.49,,,16.74,38.21,29.37,19.10
1/6/2015,10:00,31.83,31.75,,,39.35,22.47,26.86,17.80
1/6/2015,11:00,11.67,24.85,,,36.25,22.69,21.02,14.30
1/6/2015,12:00,15.09,22.29,,,59.02,18.44,20.95,18.80
1/6/2015,13:00,47.81,16.44,,,44.87,17.32,16.96,35.60
1/6/2015,14:00,47.92,13.37,,,6.62,14.29,16.28,24.50
1/6/2015,15:00,30.69,15.91,,,22.33,18.05,18.59,27.30
1/6/2015,16:00,41.58,20.06,,,20.89,23.15,23.39,31.90
1/6/2015,17:00,32.43,28.19,,,23.37,27.3,28.14,30.80
1/6/2015,18:00,29.09,,,,20.79,30.7,34.17,58.10
1/6/2015,19:00,28.54,29.83,,,21.6,31.02,29.23,29.90
1/6/2015,20:00,24.31,27.16,,,17.08,32.16,27.34,23.90
1/6/2015,21:00,23.28,21.73,,,8.31,23.32,22.71,28.70
1/6/2015,22:00,20.99,23.45,,,7.51,24.1,24.73,29.30
1/6/2015,23:00,24.6,22.55,,,6.7,21.96,20.02,27.50
1/6/2015,24:00:00,20.49,19.41,,,5.63,19.53,20.14,19.20
1/7/2015,1:00,25.52,17.03,,,3.38,19.37,21.32,11.90
1/7/2015,2:00,26.03,16.13,,,7.45,22.45,18.91,12.10
1/7/2015,3:00,19.02,15.25,,,7.15,25.08,19.12,18.40
1/7/2015,4:00,21.23,14.17,,,13.34,22.96,16.95,21.40
1/7/2015,5:00,19.79,15.02,,,7.71,22.27,17.87,21.50
1/7/2015,6:00,16.68,22.17,,,11.3,22.43,17.85,21.30
1/7/2015,7:00,24.21,22.94,,,19.4,24.93,17.19,33.90
1/7/2015,8:00,26.36,25.56,,,14.97,20.49,17.73,24.90
1/7/2015,9:00,19.33,32.8,,,33.9,21.41,19.69,47.10
1/7/2015,10:00,24.78,27.27,,,39.58,25.98,18.87,21.90
1/7/2015,11:00,25.15,26.75,,,46.29,25.97,17.74,31.90
1/7/2015,12:00,5.62,20.4,,,56.11,35.17,15.9,17.20
1/7/2015,13:00,17.79,17.16,,,67.27,21.83,16.61,20.40
1/7/2015,14:00,32.99,21.43,,,50.95,21.87,16.95,18.80
1/7/2015,15:00,40.18,20.67,,,17.14,22.25,16.94,20.30
1/7/2015,16:00,34.29,18.69,,,2.63,22.37,17.82,22.30
1/7/2015,17:00,32,35.08,,,4.41,23.35,32.76,14.20
1/7/2015,18:00,38.56,56.36,,,19.23,36.13,36.19,16.00
1/7/2015,19:00,37.52,62.11,,,25.58,57.46,37.4,20.70
1/7/2015,20:00,41.54,53.27,,,28.66,42.6,41.56,22.20
1/7/2015,21:00,37.38,44.74,,,33.46,38.13,39.26,28.80
1/7/2015,22:00,34.73,47.09,,,24.83,35.25,31.51,35.50
1/7/2015,23:00,31.04,49.42,,,29.26,31.39,57.23,23.00
1/7/2015,24:00:00,36.27,63.85,,,45.04,36.62,73.34,21.30
1/8/2015,1:00,51.8,110.06,,,37.84,43.04,42.94,11.00
1/8/2015,2:00,66.13,77.41,,,33.29,47.46,44.1,22.30
1/8/2015,3:00,64.93,62.73,,,34.11,41.49,53.17,23.10
1/8/2015,4:00,45.12,58.2,,,33.69,59.98,72.5,12.10
1/8/2015,5:00,47.56,50.7,,,23.33,82.82,63.94,17.90
1/8/2015,6:00,120.45,54.75,,,29.21,82.92,47.45,18.60
1/8/2015,7:00,91.93,71.79,,,53.13,90.21,73.02,40.00
1/8/2015,8:00,82.15,72.52,,,56.03,104.97,77.65,25.00
1/8/2015,9:00,109.68,108.03,,,65.31,90.74,82.71,15.00
1/8/2015,10:00,133.89,101.17,,,86.31,134.77,83.91,21.80
1/8/2015,11:00,136.89,108.62,,,82.95,155.17,95.22,27.00
1/8/2015,12:00,149.1,117.34,,,81.61,186.85,134.22,24.80
1/8/2015,13:00,133.53,140.25,,,97.87,181.46,150.67,17.00
1/8/2015,14:00,126.94,165.68,,,122.08,176.2,165.25,18.00
1/8/2015,15:00,94.42,181.76,,,125.16,142.78,152.87,20.00
1/8/2015,16:00,97.74,161.08,,,114.57,134.24,129.87,25.50
1/8/2015,17:00,,154.84,,,104.28,126.82,111.4,
1/8/2015,18:00,,178.91,,,106.12,131.43,158.9,20.00
1/8/2015,19:00,48.2,180.92,,,99.46,208.53,192.65,31.00
1/8/2015,20:00,,149.09,,,101.71,168.99,169.35,34.10
1/8/2015,21:00,,174.14,,,120.39,156.49,162.07,50.20
1/8/2015,22:00,,172.82,,,143.89,138.65,139.56,32.40
1/8/2015,23:00,,169.89,,,134.58,182.52,148.3,31.20
1/8/2015,24:00:00,,281.91,,,122.38,168.91,135.44,70.60
1/9/2015,1:00,,342.96,,,158.49,157.81,258.48,27.40
1/9/2015,2:00,,331.44,,,162.51,195.36,259.5,32.90
1/9/2015,3:00,,305.06,,,143.58,194.72,235.16,24.10
1/9/2015,4:00,,216.66,,,142.05,226.74,327.15,15.10
1/9/2015,5:00,,150.13,,,144.47,252.36,320.94,19.00
1/9/2015,6:00,,137.03,,,160.74,250.72,217.68,27.00
1/9/2015,7:00,,141.81,,,166.13,258.81,206.1,24.00
1/9/2015,8:00,,154.82,,,166.77,273.63,191.36,37.00
1/9/2015,9:00,,188.57,,,179.18,317.82,192.1,35.70
1/9/2015,10:00,,227.89,,,213.24,330.87,265.34,36.80
1/9/2015,11:00,,224.78,,,265.3,265.51,204.5,31.40
1/9/2015,12:00,,183.25,,,241.63,167.98,162.04,71.70
1/9/2015,13:00,139.91,182.86,,,158.31,205.25,159.77,22.60
1/9/2015,14:00,162.34,139.25,,,211.69,177.83,155.08,43.90
1/9/2015,15:00,154.37,168.66,,,257.07,199.87,,78.50
1/9/2015,16:00,163.33,146.32,,,249.4,198.38,201.8,49.70
1/9/2015,17:00,172.71,53.93,,,214.97,191.54,173.36,33.30
1/9/2015,18:00,167.18,112.07,,,202.47,147.23,134.91,32.60
1/9/2015,19:00,189.07,47.4,,,156.1,180.18,133.36,40.40
1/9/2015,20:00,174.29,113.39,,,59.65,188.95,124.55,21.90
1/9/2015,21:00,159.96,64.85,,,54.48,178.65,138.62,21.90
1/9/2015,22:00,144.88,98.94,,,38.29,143.66,112.56,21.60
1/9/2015,23:00,107.4,85.31,,,42.84,115.69,,40.00
1/9/2015,24:00:00,113.49,41.25,,,35.89,127.31,,29.70
1/10/2015,1:00,98.76,79.43,,,33.65,110.2,,31.90
1/10/2015,2:00,67.52,63.49,,,31.68,88.51,,18.60
1/10/2015,3:00,62.71,39.61,,,27.46,57.71,,36.90
1/10/2015,4:00,46.17,32.87,,,20.03,52.26,,17.40
1/10/2015,5:00,42.52,8.37,,,21.91,44.85,,54.10
1/10/2015,6:00,49.53,8.44,,,26.88,32.5,,19.20
1/10/2015,7:00,47.58,8.96,,,24.88,22.99,,30.60
1/10/2015,8:00,46.42,8.21,,,18.34,22.7,,35.00
1/10/2015,9:00,48.51,10.92,,,20.71,27.3,,25.80
1/10/2015,10:00,48.59,7.61,,,21.28,28.97,,71.80
1/10/2015,11:00,55.29,6.99,,,14.36,29.07,,26.40
1/10/2015,12:00,59.37,7.86,,,23.95,40.35,,28.00
1/10/2015,13:00,73.6,9,,,25.93,37.67,,12.10
1/10/2015,14:00,27.4,10.98,,,34.44,39.41,,
1/10/2015,15:00,58.31,10.4,,,25.32,33.23,,19.90
1/10/2015,16:00,21.45,10.65,,,14.79,42.25,,12.50
1/10/2015,17:00,51.47,11.3,,,23.76,28.28,,9.80
1/10/2015,18:00,67.75,12.23,,,28.24,34.26,,11.90
1/10/2015,19:00,58.74,9.91,,,21.31,24.77,,11.00
1/10/2015,20:00,71.95,10.66,,,25.45,18.23,,14.40
1/10/2015,21:00,58.95,12.32,,,23.77,30.27,,
1/10/2015,22:00,43.12,13.32,,,37.11,36.89,,
1/10/2015,23:00,53.83,14.08,,,10.26,91.4,,
1/10/2015,24:00:00,50.38,39.13,,,16.77,58.88,,
1/11/2015,1:00,40.91,41.23,,,46.07,54.11,,
1/11/2015,2:00,48.39,48.65,,,38.13,51.7,,
1/11/2015,3:00,62.83,40.58,,,53.69,52.43,,
1/11/2015,4:00,51.67,42.21,,,52.05,55.27,,35.70
1/11/2015,5:00,36.42,41.04,,,34.87,52.52,,52.60
1/11/2015,6:00,23.07,38.73,,,27.47,44.61,,47.70
1/11/2015,7:00,23.97,37.76,,,40.95,43.33,,72.30
1/11/2015,8:00,43.08,42.05,,,49.31,59.9,,65.60
1/11/2015,9:00,52.92,55.25,,,64.43,71,,40.30
1/11/2015,10:00,85.79,77.99,,,116.38,71.14,,33.60
1/11/2015,11:00,106.03,38.74,,,226.01,120.76,,30.20
1/11/2015,12:00,160.37,36.34,,,241.2,170.03,,38.10
1/11/2015,13:00,39.37,78.42,,,49.55,108.61,,31.20
1/11/2015,14:00,67.29,103.12,,,48.83,84.14,,36.60
1/11/2015,15:00,45.6,55.57,,,52.35,46.16,,58.30
1/11/2015,16:00,48.25,38.3,,,32.91,45.4,,33.10
1/11/2015,17:00,48.95,38.75,,,26.04,65.61,,60.30
1/11/2015,18:00,79.91,51.33,,,49.55,123.05,,44.20
1/11/2015,19:00,80.26,19.03,,,70.28,156.64,,45.70
1/11/2015,20:00,93.7,18.34,,,71.55,51.09,,20.40
1/11/2015,21:00,113.04,14.75,,,10.98,33.22,,23.90
1/11/2015,22:00,119.88,18.97,,,33.55,43.39,,23.60
1/11/2015,23:00,61.49,18.85,,,13.28,28.02,,21.70
1/11/2015,24:00:00,20.51,13.97,,,3.14,13.72,25.37,13.50
1/12/2015,1:00,8.08,4.4,,,2.64,4.78,12.55,17.60
1/12/2015,2:00,7.14,5.21,,,4.91,4.25,9.94,16.50
1/12/2015,3:00,9.81,4.74,,,7.02,4.01,8.25,18.70
1/12/2015,4:00,12.57,4.15,,,6.23,4.32,7.44,11.10
1/12/2015,5:00,11.63,4.52,,,11.44,5.23,8.09,9.90
1/12/2015,6:00,11.73,4.59,,,9.39,5.23,7.1,6.90
1/12/2015,7:00,8.96,5.24,,,7.43,6.66,8.02,5.60
1/12/2015,8:00,9.24,7.66,,,10.73,6.58,7.6,5.60
1/12/2015,9:00,13.35,8.63,,,8.15,10.09,8.61,7.30
1/12/2015,10:00,11.49,10.35,,,18.81,11.25,8.2,14.10
1/12/2015,11:00,14.69,12.63,,,17.74,14.33,8.71,21.10
1/12/2015,12:00,6.13,11.08,,,24.07,12.81,8.2,14.80
1/12/2015,13:00,10.46,10.74,,,59.77,11.6,7.41,26.00
1/12/2015,14:00,8.62,9.31,,,26.26,9.59,7.42,13.20
1/12/2015,15:00,13.72,10.97,,,9.29,9.08,8.71,11.80
1/12/2015,16:00,24.74,12.47,,,2.88,10.55,11.49,9.80
1/12/2015,17:00,23.69,15.01,,,2.64,11.95,13.89,10.00
1/12/2015,18:00,21.12,18.64,,,9.66,14.97,13.8,9.90
1/12/2015,19:00,22.1,22,,,3.86,26.37,16.53,8.40
1/12/2015,20:00,12.7,19.68,,,28.47,31.21,17.52,7.20
1/12/2015,21:00,18.06,14.49,,,24.96,17.33,17.28,6.90
1/12/2015,22:00,15.71,22.77,,,7.66,28.94,17.55,20.60
1/12/2015,23:00,23.09,21.9,,,8.18,28.86,19.2,10.70
1/12/2015,24:00:00,23.56,22.36,,,26.22,24.69,20.69,14.80
1/13/2015,1:00,26.92,24.08,,,29.09,52.81,23.93,13.30
1/13/2015,2:00,65.84,22.19,,,30.52,111.9,24.65,9.80
1/13/2015,3:00,80.9,25.25,,,40.87,80.48,50.25,13.50
1/13/2015,4:00,62.62,21.8,,,47.46,81.24,47.35,13.50
1/13/2015,5:00,49.66,22.07,,,42.8,87.44,54.37,27.80
1/13/2015,6:00,48.81,15.89,,,50.61,72.38,38.52,34.20
1/13/2015,7:00,62.14,29.25,,,66.33,78.41,41.7,12.10
1/13/2015,8:00,62.57,75.15,,,66.53,66.33,59.63,20.10
1/13/2015,9:00,65.71,105.2,,,78.68,62.7,49.24,37.90
1/13/2015,10:00,82.11,119.35,,,152.63,57.19,39.17,64.30
1/13/2015,11:00,102.35,90.07,,,138.53,107.88,36.99,62.50
1/13/2015,12:00,87.99,57.31,,,117.43,97.41,68.86,38.10
1/13/2015,13:00,64.75,109.16,,,78.9,85.94,79.65,28.70
1/13/2015,14:00,60.52,105.38,,,37.69,62.18,93.24,21.70
1/13/2015,15:00,87.49,116.59,,,13.13,61.37,95.82,21.50
1/13/2015,16:00,92.59,118.07,,,2.64,68.22,90.78,30.60
1/13/2015,17:00,101.12,183.1,,,30.79,95.69,118.55,31.00
1/13/2015,18:00,87.39,282.83,,,43.6,93.47,154.34,87.60
1/13/2015,19:00,91.96,171.01,,,73.75,87.69,136.54,92.70
1/13/2015,20:00,109.45,186.17,,,103.37,104.98,119.6,129.30
1/13/2015,21:00,135.82,239,,,153.91,128.35,186.49,138.30
1/13/2015,22:00,150.34,200.57,,,182.32,157.04,287.65,124.10
1/13/2015,23:00,171.75,220.01,,,189.01,300.98,443.86,186.50
1/13/2015,24:00:00,207.88,164.95,,,187.1,342.92,373.06,46.80
1/14/2015,1:00,,123.22,,,160.25,385.43,229.22,34.00
1/14/2015,2:00,389.22,146.05,,,107.88,371.88,251.84,35.80
1/14/2015,3:00,307.27,123.57,,,119.85,347.65,248.13,36.10
1/14/2015,4:00,212.37,103.97,,,213.08,294.54,214.85,115.80
1/14/2015,5:00,177.79,107.64,,,180.44,282.61,143.41,56.00
1/14/2015,6:00,114.73,92.71,,,133.49,313.96,237.55,27.90
1/14/2015,7:00,152.91,92.94,,,110.93,258.41,237.24,78.90
1/14/2015,8:00,139.52,107.8,,,137.97,177.56,233.51,53.50
1/14/2015,9:00,151.62,159.98,,,165.14,203.32,188.04,89.50
1/14/2015,10:00,167.92,234.28,,,233.8,238.35,210.78,81.30
1/14/2015,11:00,212.12,278.88,,,229.74,237.21,192.54,164.40
1/14/2015,12:00,,229.77,,,237.66,232.28,179.23,52.70
1/14/2015,13:00,,212.6,,,209.77,211.39,227.23,149.80
1/14/2015,14:00,,207.41,,,175.62,214.66,,21.60
1/14/2015,15:00,,251.05,,,154.96,202.61,,28.90
1/14/2015,16:00,,245.21,,,126.46,164.76,,14.70
1/14/2015,17:00,,261.41,,,108.69,172.56,,34.30
1/14/2015,18:00,,340.35,,,123.15,174.41,,17.50
1/14/2015,19:00,127.67,373.71,,,221.62,180.73,,15.10
1/14/2015,20:00,259.55,303.13,,,298.91,195.26,,15.10
1/14/2015,21:00,285.95,265.53,,,298.34,235.34,,33.10
1/14/2015,22:00,290.82,232.03,,,297.34,277.83,,51.20
1/14/2015,23:00,308.73,221.21,,,322.94,387.55,,49.30
1/14/2015,24:00:00,335.43,193.57,,,371.27,389.94,,112.10
1/15/2015,1:00,,208.19,,,403.55,392.96,,69.70
1/15/2015,2:00,707.2,176.7,,,523.02,396.52,,52.20
1/15/2015,3:00,582.63,237.06,,,372.7,393.04,,111.30
1/15/2015,4:00,513.11,293.32,,,314.62,392.37,,33.50
1/15/2015,5:00,429.06,189.77,,,273.97,395.1,,34.90
1/15/2015,6:00,374.03,42.46,,,208.54,397.98,,39.30
1/15/2015,7:00,241.82,221.78,,,212.38,385.44,,22.70
1/15/2015,8:00,196.98,193.4,,,250.22,380.16,,32.10
1/15/2015,9:00,191.55,12.81,,,205.89,359.51,,41.90
1/15/2015,10:00,193.31,13.92,,,250.19,282.66,,72.20
1/15/2015,11:00,211.26,15.11,,,318.97,27.88,,89.50
1/15/2015,12:00,3.79,15.45,,,15.59,21.67,,51.60
1/15/2015,13:00,18.47,12.51,,,36.25,18.93,,47.00
1/15/2015,14:00,29.34,12.35,,,3.62,18.38,,59.60
1/15/2015,15:00,39.04,13.53,,,5.36,19.19,,60.80
1/15/2015,16:00,33.82,10.72,,,6.11,13.51,,77.80
1/15/2015,17:00,27.36,9.85,,,2.64,16.75,,69.80
1/15/2015,18:00,29.2,16.53,,,2.64,25.98,,66.10
1/15/2015,19:00,20.29,16.25,,,8.01,23.4,,49.90
1/15/2015,20:00,26.23,19.05,,,27.28,27.39,,148.20
1/15/2015,21:00,36.5,32.16,,,10.19,33.48,,50.30
1/15/2015,22:00,113.36,53.6,,,6.08,47.74,,92.00
1/15/2015,23:00,112.49,53.15,,,33.07,54.66,,108.00
1/15/2015,24:00:00,124.53,48.27,,,45.14,82.41,,50.00
1/16/2015,1:00,105.36,68.4,,,77.59,166.95,,47.10
1/16/2015,2:00,83.93,75.08,,,97.9,161.62,,65.80
1/16/2015,3:00,96.69,121.33,,,75.5,160.17,,85.30
1/16/2015,4:00,78.68,85.01,,,104.98,141.31,,29.60
1/16/2015,5:00,76.88,70.33,,,72.14,127.08,,64.00
1/16/2015,6:00,86.53,112.61,,,86.18,150.56,,84.20
1/16/2015,7:00,93.88,81.37,,,86.71,104.91,,104.60
1/16/2015,8:00,107.97,77.07,,,106.26,153.39,,39.70
1/16/2015,9:00,96.78,92.36,,,133.76,161.67,,41.90
1/16/2015,10:00,83.45,197.49,,,146.2,125.45,,72.00
1/16/2015,11:00,81.6,176.91,,,170.99,116.9,,33.00
1/16/2015,12:00,78.01,154.27,,,155.87,176.19,,29.00
1/16/2015,13:00,68.83,121.28,,,126.25,172.59,,34.40
1/16/2015,14:00,113.88,122.92,,,93.07,131.2,,103.00
1/16/2015,15:00,100.55,115.17,,,37.6,106.9,,91.90
1/16/2015,16:00,98.09,91.2,,,53.89,89.49,,74.10
1/16/2015,17:00,85.06,108.95,,,30.62,84.73,,49.00
1/16/2015,18:00,131.83,175.58,,,29.95,88.32,,50.80
1/16/2015,19:00,147.47,157.94,,,83.89,113.29,,44.40
