"Fine Dust Particles (FDP) a.k.a. suspended particulate matter (SPM) Average hourly values: PM10, ug / m3 for the period from 01.01.2015 to 31.12.2019",,,,,,,,,
Date,Time,Sofia-Druzhba,Sofia - EEA/Pavlovo,Sofia-Kopitoto,Sofia - Mladost,Sofia-Nadezhda,Sofia - Orlov Most,Sofia - Hipodrome,Gara Yana
11/1/2015,14:00,26.6,,2.01,13.83,16.7,,15.63,
11/1/2015,15:00,34.06,,2.06,13.85,10.15,,15.24,
11/1/2015,16:00,24.66,,2.11,14.27,2.73,,14.98,
11/1/2015,17:00,26.68,,2.37,17.59,2.64,,15.94,
11/1/2015,18:00,46.69,,3.36,29.32,2.73,,25.16,
11/1/2015,19:00,45.78,,7.6,35.46,12.03,,26.52,
11/1/2015,20:00,36.45,,4.52,39.27,23.69,,28.7,
11/1/2015,21:00,36.44,,5.11,42.99,46.15,,29.34,
11/1/2015,22:00,40.32,,1.26,38.92,37.81,,28.56,
11/1/2015,23:00,37.39,,1.52,34.34,34.71,,26.08,
11/1/2015,24:00:00,30.81,,1.58,30.33,14.14,,26.91,
11/2/2015,1:00,,,1.46,38.71,18,,49.98,
11/2/2015,2:00,23.61,,1.3,27.91,19.53,,54.45,
11/2/2015,3:00,29.29,,1.03,22.5,30.57,,48.02,
11/2/2015,4:00,49.75,,0.96,29.57,36.02,,43.37,
11/2/2015,5:00,60.16,,1.14,48.79,23.66,,33.67,
11/2/2015,6:00,54.72,,-0.73,36.1,34.48,,29.53,
11/2/2015,7:00,38.92,,-1.22,31.49,23.88,,31.35,
11/2/2015,8:00,46.73,,-1.43,38.48,57.47,,36.3,
11/2/2015,9:00,85.21,,-1.34,53.56,72.54,,43.15,
11/2/2015,10:00,89.67,63.23,-0.61,59.23,66.74,,44.16,
11/2/2015,11:00,41.37,61.57,1.22,56.15,87.17,,48.72,
11/2/2015,12:00,28.33,60.81,4.32,60.66,101.03,,55.72,
11/2/2015,13:00,37.77,63.84,6.33,59.84,74.65,,56.05,
11/2/2015,14:00,49.11,61.17,2.45,63.9,39.75,,54.31,
11/2/2015,15:00,70.66,62.08,1.27,70.88,19.32,,54.09,
11/2/2015,16:00,76.54,66.2,4.63,75.39,6.39,,57.39,
11/2/2015,17:00,84.48,80.95,-1.09,79.28,6.94,,60.34,
11/2/2015,18:00,126.56,92.91,-1.8,104.87,11.44,,80.63,
11/2/2015,19:00,181.81,87,-0.5,145.55,78.68,,120.44,
11/2/2015,20:00,128.13,78.2,6.41,126.44,117.92,,134.25,
11/2/2015,21:00,74.47,85.06,3.27,100.38,147.51,,118.7,
11/2/2015,22:00,74.34,111.19,2.99,61.66,179.88,,111.11,
11/2/2015,23:00,64.96,80.56,-0.34,66.04,189.75,,125.86,
11/2/2015,24:00:00,44.56,68.21,3.18,81,170.29,,121.81,
11/3/2015,1:00,,78.52,-0.36,58.78,104.46,,113.66,
11/3/2015,2:00,70.83,46.84,1.98,49.66,95.77,,105.31,
11/3/2015,3:00,62.26,44.73,-1.34,45.18,59.05,,110.47,
11/3/2015,4:00,65.92,45.92,-2.69,29.9,39.94,,91.86,
11/3/2015,5:00,88.48,54.71,-4.16,29.23,69.27,,71.84,
11/3/2015,6:00,73.12,53.4,-4.1,22.98,57.53,,65.31,
11/3/2015,7:00,58.1,55.88,-4.18,23.3,42.58,,79.85,
11/3/2015,8:00,78.56,98.66,-4.23,33.27,59.62,,105.3,
11/3/2015,9:00,110.79,97.22,-3.71,49.1,78.56,,131.16,
11/3/2015,10:00,91.36,108.72,-3.52,88.64,102.93,,121.22,
11/3/2015,11:00,65.44,93.38,4.6,83.77,142.82,,92.19,
11/3/2015,12:00,40.22,100.89,2.01,76.31,124.22,,124.17,
11/3/2015,13:00,50.99,125.79,-0.55,75.34,78.93,,114.76,
11/3/2015,14:00,63.17,122.58,0.64,72.95,67.02,,100.98,
11/3/2015,15:00,90.09,115.79,1.39,76.88,39.27,,103.01,
11/3/2015,16:00,90.1,112.73,4.88,82.43,11.09,,101.1,
11/3/2015,17:00,95.73,111.61,5.91,82.38,46.77,,107.8,
11/3/2015,18:00,198.6,118.41,1.31,128.68,78.1,,119.92,
11/3/2015,19:00,216.26,65.88,1.73,156.35,120.73,,143.79,
11/3/2015,20:00,,85,6.64,130.86,147.71,,112.44,
11/3/2015,21:00,91.35,99.42,7.52,108.74,216.78,,126.77,
11/3/2015,22:00,105.8,90.94,5.82,84.92,269.91,,154.38,
11/3/2015,23:00,48.11,96.23,6.44,43.61,186.81,,167.86,
11/3/2015,24:00:00,59.1,84.66,6.25,35.08,145.54,,142.67,
11/4/2015,1:00,,70.79,9.77,31.42,134.26,,122.36,
11/4/2015,2:00,82.21,69.19,7.33,49.43,94.42,,149.06,
11/4/2015,3:00,195.42,50.36,2.75,89.71,78.59,,147.9,
11/4/2015,4:00,232.22,42.16,2.26,40.02,74.38,,121.84,
11/4/2015,5:00,166.62,44.76,1.97,30.38,55.37,,113.35,
11/4/2015,6:00,113.64,31.56,1.74,28.27,44.93,,125.31,
11/4/2015,7:00,66.15,48.06,1.77,34.71,36.46,,112.89,
11/4/2015,8:00,89.28,77.61,1.48,37.57,73.24,,101.73,
11/4/2015,9:00,136.8,86.74,2.03,109.85,66.13,,127.38,
11/4/2015,10:00,90.84,121.81,2.39,126.19,72.21,,116.85,
11/4/2015,11:00,68.21,110.32,2.33,107.62,93.62,,103.38,
11/4/2015,12:00,44.83,105.41,3.79,76.35,127.93,,95.74,
11/4/2015,13:00,47.78,96.16,18.89,68.24,137.29,,112.65,
11/4/2015,14:00,49.08,86.42,27.74,67.94,98.77,,93.41,
11/4/2015,15:00,67.38,95.18,33.61,72.62,50.68,,80.62,
11/4/2015,16:00,78.5,111.39,24.16,94.59,10.05,,77.24,
11/4/2015,17:00,91.39,119.49,9.89,100.75,34.94,,82.06,
11/4/2015,18:00,,106.94,4.43,124.63,58.95,,109.58,
11/4/2015,19:00,226.06,120.18,4.81,77.28,134.61,,142.14,
11/4/2015,20:00,137.49,100.73,16.34,43.18,170.53,,171.9,
11/4/2015,21:00,148.23,100.92,15.5,41.86,164.68,,145.4,
11/4/2015,22:00,112.29,109.38,13.44,57.81,207.78,,149.13,
11/4/2015,23:00,79.46,99.35,12.83,106.61,232.41,,157.15,
11/4/2015,24:00:00,72.94,78.99,15.14,54.28,227.36,,164.93,
11/5/2015,1:00,,78.23,18.52,33.06,238.61,,160.03,
11/5/2015,2:00,114.1,60.36,16.15,30.47,187.84,,156.14,
11/5/2015,3:00,130.5,54.7,7.91,28.87,61.94,,132.3,
11/5/2015,4:00,95.14,44.54,5.18,28.08,43.45,,114.23,
11/5/2015,5:00,121.22,38.37,4.35,24.8,49.98,,101.71,
11/5/2015,6:00,157.69,42.7,6.61,36.46,51.88,,95.29,
11/5/2015,7:00,135.53,48.05,8.62,27.25,47.56,,104.93,
11/5/2015,8:00,145.52,70.61,8.29,26.28,54.62,,128.71,
11/5/2015,9:00,128.05,94.31,5.75,73.74,99.16,,114.37,
11/5/2015,10:00,84.68,103.63,8.45,94.02,92.01,,98.44,
11/5/2015,11:00,67.65,117.8,14.62,89.59,110.73,,94.36,
11/5/2015,12:00,46.53,95.52,11.05,92.92,120.69,,92.65,
11/5/2015,13:00,63.75,91.78,10.68,82.45,97.32,,101.87,
11/5/2015,14:00,67.21,79.72,16.46,87.02,90.68,,85.15,
11/5/2015,15:00,116.05,83.9,29.34,102.62,43.59,,87.44,
11/5/2015,16:00,119.19,86.85,8.07,99.12,32.52,,91.7,
11/5/2015,17:00,118.03,110.15,6.71,111.99,69.27,,118.85,
11/5/2015,18:00,200.65,91.81,9.79,145.16,71.01,,116.75,
11/5/2015,19:00,236.31,100.84,26.12,149.78,119.86,,132.65,
11/5/2015,20:00,92.98,118.89,44.36,120.23,190.97,,122.14,
11/5/2015,21:00,99.24,136.23,20.4,107.68,194.63,,111.98,
11/5/2015,22:00,92.32,114.84,12.83,88.94,107.54,,153.22,
11/5/2015,23:00,52.51,104.73,11.41,106.88,85.46,,171.29,
11/5/2015,24:00:00,68.92,88.03,12.82,103,121.72,,139.6,
11/6/2015,1:00,104.18,82.8,13.12,99.18,89.3,,129.37,
11/6/2015,2:00,88.24,61.28,21.82,101.33,83.53,,125.36,
11/6/2015,3:00,64.39,56.86,13.02,91.54,83.34,,122.09,
11/6/2015,4:00,61.1,54.37,15.91,83.89,57.46,,119.45,
11/6/2015,5:00,96.4,52.04,14.47,76.74,35.57,,98.65,
11/6/2015,6:00,106.25,50.52,13.71,69.89,36,,93.45,
11/6/2015,7:00,121.91,64.04,13.33,51.93,52.27,,69.48,
11/6/2015,8:00,125.46,81.24,8.76,42.07,83.73,,117.9,
11/6/2015,9:00,157.22,108.23,9.8,43.79,91.16,,108.7,
11/6/2015,10:00,141.64,109.18,11.77,159.41,97.1,,90.08,
11/6/2015,11:00,77.39,115.96,15.96,131.53,90.83,,98.26,
11/6/2015,12:00,82.6,108.75,17.64,131.68,100.1,,98.36,
11/6/2015,13:00,104.64,97.44,24.9,155.41,70.92,,83.47,
11/6/2015,14:00,114.98,67.5,37.98,120.44,50.26,,69.82,
11/6/2015,15:00,98.6,47.9,17.27,94.5,14.83,,58.56,
11/6/2015,16:00,86.03,52.41,9.63,90.31,3.94,,55.82,
11/6/2015,17:00,124.58,72.04,15.01,109.53,20.49,,55.68,
11/6/2015,18:00,,105.03,33.54,143.29,51.26,,77.16,
11/6/2015,19:00,261.57,110.75,40.75,129.39,118.46,,91.8,
11/6/2015,20:00,213.24,90.99,35.03,117.66,88.44,,96.69,
11/6/2015,21:00,184.35,126.71,40.4,127.33,93.18,,110.88,
11/6/2015,22:00,145.55,104.78,33.06,117.36,113.93,,118.44,
11/6/2015,23:00,105.44,101.2,30.62,104.49,84.8,,109.97,
11/6/2015,24:00:00,71.76,95.9,50.07,109.37,64.04,,123.27,
11/7/2015,1:00,,92.11,52.22,111.91,66.97,,120.82,
11/7/2015,2:00,84.42,82.74,29.69,105.06,72.87,,121.97,
11/7/2015,3:00,70.4,68.94,50.83,97.13,69.85,,123.13,
11/7/2015,4:00,67.61,67.52,46.53,89.97,76.8,,122.56,
11/7/2015,5:00,84.17,68.51,56.41,93.28,78.12,,126.83,
11/7/2015,6:00,119.73,74.07,64.49,85.79,80.45,,117.14,
11/7/2015,7:00,137.36,103.83,84.72,100.83,58.44,,114.65,
11/7/2015,8:00,154.44,105.92,71.82,127.52,67.98,,105.62,
11/7/2015,9:00,171.83,125.12,52.71,121.35,101.75,,109.22,
11/7/2015,10:00,175.47,132.93,58.13,149.92,101.99,,110.82,
11/7/2015,11:00,127.97,141.6,56.88,138.14,103.07,,109.88,
11/7/2015,12:00,81.82,77.59,49.56,120.12,113.57,,95.04,
11/7/2015,13:00,69.67,60.21,58.27,86.82,59.95,,69.14,
11/7/2015,14:00,43.61,53.57,48.81,63.98,33.29,,54.6,
11/7/2015,15:00,53.55,51.74,37.74,53.51,18.72,,50.02,
11/7/2015,16:00,53.47,57.63,49.38,56.3,5.51,,56.28,
11/7/2015,17:00,58.76,69.78,48.85,67.59,21.51,,67.96,
11/7/2015,18:00,74.74,83.25,40.79,81.77,27.68,,81.17,
11/7/2015,19:00,77.66,74.61,43.14,80.79,41.54,,83.37,
11/7/2015,20:00,69.48,71.03,42.94,75.98,47.18,,87.45,
11/7/2015,21:00,103.04,73.09,41.69,76.51,47.73,,82.23,
11/7/2015,22:00,94.85,70.79,46.37,82.3,50.69,,82.07,
11/7/2015,23:00,90.32,66.79,39.64,78.78,46.62,,76.6,
11/7/2015,24:00:00,109.61,66.99,37.57,85.07,40.07,,76.13,
11/8/2015,1:00,,59.63,32.44,87.29,48.61,,82.05,
11/8/2015,2:00,138.04,59.97,32.51,91.21,67.21,,84.49,
11/8/2015,3:00,109.34,61.39,25.88,108.97,68.54,,82.14,
11/8/2015,4:00,93.37,57.54,12.33,90.91,64.81,,90.1,
11/8/2015,5:00,109.85,88.11,11.19,73.51,74.12,,109.12,
11/8/2015,6:00,103.17,80.92,11.9,97.06,87.76,,108.9,
11/8/2015,7:00,104.82,54.04,11.36,103.65,85.71,,102.64,
11/8/2015,8:00,117.19,81.23,9.79,99.75,81.03,,116.36,
11/8/2015,9:00,132.32,93.32,4.92,79.26,118.03,,128.44,
11/8/2015,10:00,113.84,126.87,5.59,86.03,133.5,,114.37,
11/8/2015,11:00,69.26,122.79,7.75,99.34,127.81,,104.96,
11/8/2015,12:00,99.12,63.34,12.82,106.41,85.63,,53.05,
11/8/2015,13:00,96.22,22.37,12.17,73.74,92.98,,34.7,
11/8/2015,14:00,71.26,18.41,16.71,29.87,65.89,,27.26,
11/8/2015,15:00,30.23,16.38,18.92,22.74,3.69,,25.73,
11/8/2015,16:00,29.09,18.75,11.3,22.5,24.32,,25.89,
11/8/2015,17:00,35.64,22.81,15.03,26.13,19.37,,34.09,
11/8/2015,18:00,39.4,21.34,16.95,28.15,15.33,,28.75,
11/8/2015,19:00,26.66,24.26,16.84,31.49,20.9,,31.16,
11/8/2015,20:00,39.35,24.85,15.83,30.68,36.1,,34.26,
11/8/2015,21:00,38.38,28.15,12.78,28.92,31.16,,30.75,
11/8/2015,22:00,54.89,19.83,26.89,28.18,16.98,,28.71,
11/8/2015,23:00,53.72,15.62,49.07,26.56,28.72,,36.69,
11/8/2015,24:00:00,,15.15,78.03,30.63,52.84,,29.26,
11/9/2015,1:00,42.77,16.14,3.62,29.52,23.54,,35.85,
11/9/2015,2:00,49.83,15.77,4.01,24.21,19.95,,29.25,
11/9/2015,3:00,42.84,15.36,5.42,18.2,16.91,,23.12,
11/9/2015,4:00,30.87,16.06,5.29,19.83,16.96,,23.58,
11/9/2015,5:00,47.51,13.79,4.85,16.1,3.43,,20.29,
11/9/2015,6:00,52.75,13.33,5.78,36.51,3.54,,18.58,
11/9/2015,7:00,47.39,14.25,5.47,49.22,28.62,,19.02,
11/9/2015,8:00,76.08,14.16,4.52,67.89,30.85,,19.35,
11/9/2015,9:00,118.72,13.18,3.55,43.82,42.17,,17.74,
11/9/2015,10:00,62.2,11.99,2.81,16.63,33.81,,16.22,
11/9/2015,11:00,2.91,12.02,2.7,15.72,30.38,,14.91,
11/9/2015,12:00,2.88,11.82,2.56,15.86,46.37,,14.5,
11/9/2015,13:00,8.72,11.31,2.29,16.94,27.32,,13.77,
11/9/2015,14:00,15.29,10.3,1.89,14.38,8.06,,12.49,
11/9/2015,15:00,20.73,10.87,2.21,13.1,3.73,,11.15,
11/9/2015,16:00,25.86,10.32,2.99,15.53,2.64,,18.23,
11/9/2015,17:00,33.69,12,3.38,22.76,11.13,,17.29,
11/9/2015,18:00,41.32,10.8,3.02,18.47,8.2,,18.89,
11/9/2015,19:00,22.38,16.09,3.94,16.03,14.04,,17.49,
11/9/2015,20:00,20.18,16.17,5.17,15.94,16.21,,17.28,
11/9/2015,21:00,20.27,14.44,7.15,16.74,13.54,,17.04,
11/9/2015,22:00,19.19,13.95,8.97,18.39,17.85,,17.14,
11/9/2015,23:00,34.93,15.87,11.6,22.49,21.37,,20.01,
11/9/2015,24:00:00,30.67,14.26,11.3,19.43,10.33,,18.74,
11/10/2015,1:00,11.84,14.8,15.07,19.91,22.9,,18.03,
11/10/2015,2:00,25.09,17.38,19.56,22.35,14.27,,19.66,
11/10/2015,3:00,32.17,18.34,17.34,24.53,23.63,,21.19,
11/10/2015,4:00,32.43,18.22,20.82,25.8,10.51,,20.6,
11/10/2015,5:00,36.84,17.03,17,21.98,20.82,,19.58,
11/10/2015,6:00,21.1,14.77,11.54,18.72,11.29,,23.75,
11/10/2015,7:00,15.51,13.91,9.2,17.67,10.01,,17.44,
11/10/2015,8:00,24.93,14.67,9.59,19.21,21.35,,18.11,
11/10/2015,9:00,21.34,15.36,11.87,19.54,27.59,,17.49,
11/10/2015,10:00,20.01,16.6,12.07,21.25,33.96,,18.02,
11/10/2015,11:00,21.45,16.61,9.6,20.35,18.86,,16.81,
11/10/2015,12:00,24.13,16.34,9.85,20.06,20.63,,17,
11/10/2015,13:00,22.37,15.5,9.76,20.12,5.93,,16.99,
11/10/2015,14:00,27.87,15.2,10.09,19.56,16.93,,16.6,
11/10/2015,15:00,21.1,14.61,9.95,18.36,21.68,,17.25,
11/10/2015,16:00,23.18,13.93,10.43,18.14,6.82,,17.63,
11/10/2015,17:00,31.52,18.99,11.34,20.13,11.25,,18.83,
11/10/2015,18:00,27.37,15.29,9.96,19.18,9.53,,18.01,
11/10/2015,19:00,25.89,15.17,10.55,19.48,13.92,,18.37,
11/10/2015,20:00,21.8,15.1,11.48,18.46,17.77,,17.78,
11/10/2015,21:00,20.3,14.01,10.54,17.42,18.43,,16.78,
11/10/2015,22:00,19.23,13.7,11,17.59,19.42,,16.34,
11/10/2015,23:00,22.07,12.6,9.77,16.46,3.31,,15.53,
11/10/2015,24:00:00,13.15,11.88,10.26,15.48,4.09,,14.72,
11/11/2015,1:00,,12.01,11.75,17.44,12.62,,16.04,
11/11/2015,2:00,22.15,13.05,13.59,18.36,12.6,,17.37,
11/11/2015,3:00,17.77,12.6,18.9,16.77,9.92,,16.83,
11/11/2015,4:00,17.38,12.13,15.03,15.61,14.07,,15.91,
11/11/2015,5:00,19.81,11.77,12.18,15.29,10.98,,15.18,
11/11/2015,6:00,14.51,11.05,8.32,14.06,6.57,,14.36,
11/11/2015,7:00,16.13,10.63,8.28,13.65,7.09,,13.6,
11/11/2015,8:00,12.93,10.34,8.11,13.9,18.2,,13.38,
11/11/2015,9:00,16.75,9.99,7.43,14.45,30.85,,13.14,
11/11/2015,10:00,22.73,10.73,6.09,15.58,31.46,,13.27,
11/11/2015,11:00,29.04,10.76,5.94,16.31,30.4,,12.53,
11/11/2015,12:00,32.85,10.05,6.11,17.41,28.21,,12.6,
11/11/2015,13:00,12.16,8.97,5.84,17.32,40.97,,12.38,
11/11/2015,14:00,25.04,9.44,5.86,18.78,7.56,,12.05,
11/11/2015,15:00,35.47,10.51,6.68,22.61,2.64,,12.46,
11/11/2015,16:00,35.01,11.03,5.9,19.12,4.88,,13.38,
11/11/2015,17:00,21.53,12.13,4.55,19.56,6.01,,13.63,
11/11/2015,18:00,22.95,12.42,5.39,19.14,8.03,,14.84,
11/11/2015,19:00,20.37,12.63,6.74,18.11,14.23,,15.15,
11/11/2015,20:00,20.54,15.81,7.57,18.11,12,,15.87,
11/11/2015,21:00,20.18,15.84,9.16,18.84,11,,15.56,
11/11/2015,22:00,26.83,15.35,8.93,18.67,14.01,,16.93,
11/11/2015,23:00,28.4,13.5,7.69,18.12,7.88,,16.25,
11/11/2015,24:00:00,54.63,12.26,9.38,36.14,14.43,,16,
11/12/2015,1:00,69.89,12.27,11.11,18.28,28.81,,16.95,
11/12/2015,2:00,58.32,13.43,8.03,30.63,11.4,,17.24,
11/12/2015,3:00,43.65,13.33,7.24,41.49,4.93,,18.35,
11/12/2015,4:00,38.51,13.08,13.74,32.07,7.31,,17.92,
11/12/2015,5:00,30.9,15.6,18.74,22.65,24.38,,20.53,
11/12/2015,6:00,33.95,19.69,24.48,24.46,11.01,,24.73,
11/12/2015,7:00,83.35,21.52,27.18,25.74,14.6,,27.73,
11/12/2015,8:00,75.46,29.91,36.64,36.83,31.27,,31.34,
11/12/2015,9:00,181.18,28.52,27.06,39.19,86.25,,36.95,
11/12/2015,10:00,109.33,19.8,7.88,45.66,98.55,,35.02,
11/12/2015,11:00,21.37,23.23,6.14,50.26,62.99,,56.5,
11/12/2015,12:00,24.08,20.21,13.29,43.13,70.15,,33.4,
11/12/2015,13:00,10.2,14.72,14.05,29.15,30.14,,25.37,
11/12/2015,14:00,7.93,14.52,12.46,24.6,10.04,,22.15,
11/12/2015,15:00,33.8,12.42,7.25,25.08,2.96,,19.63,
11/12/2015,16:00,36.47,16.57,10.28,24.65,2.64,,19.81,
11/12/2015,17:00,28.42,16.35,10.18,21.56,4.4,,20.05,
11/12/2015,18:00,38.47,27.24,11.89,27.19,7.29,,30.83,
11/12/2015,19:00,73.17,35.08,11.79,46.38,25.17,,37.5,
11/12/2015,20:00,107.15,38.96,11.75,33.64,11.26,,37.01,
11/12/2015,21:00,104.44,34.57,7.43,25.92,15.55,,38.3,
11/12/2015,22:00,70.19,25.2,4.79,33.26,15.7,,38.24,
11/12/2015,23:00,54.5,20.53,3.97,32.83,12.55,,39.05,
11/12/2015,24:00:00,49.51,17.3,2.94,30.54,15.47,,32.35,
11/13/2015,1:00,,12.35,4.06,30.17,11.69,,26.18,
11/13/2015,2:00,37.46,10.68,5.03,30.4,3.1,,17.93,
11/13/2015,3:00,42.6,10.69,6.7,35.93,7.96,,21.84,
11/13/2015,4:00,46.16,13.12,6.89,29.08,13.18,,24.29,
11/13/2015,5:00,37.62,20.19,4.21,26.05,23.37,,24.85,
11/13/2015,6:00,28.97,13.01,4.05,26.02,9.89,,24.56,
11/13/2015,7:00,35.37,10.36,3.86,29.98,12.24,,26.12,
11/13/2015,8:00,44.78,27.13,4.3,19.91,25.3,,30.53,
11/13/2015,9:00,58.81,45.95,3.82,17.34,66.98,,36.83,
11/13/2015,10:00,69.07,47.07,2.51,21.09,79.27,,37.25,
11/13/2015,11:00,32.81,48.81,3.64,33.32,61.89,,43.15,
11/13/2015,12:00,31.49,47.63,12.4,40.2,75.82,,46.24,
11/13/2015,13:00,17.72,31,33.03,31.22,66.97,,27.65,
11/13/2015,14:00,28.38,21.51,29.62,22.9,15.86,,22.68,
11/13/2015,15:00,38.06,16.98,13.23,23.08,2.64,,19.25,
11/13/2015,16:00,38.2,16.9,10.32,20.44,2.64,,17.8,
11/13/2015,17:00,40.98,42.71,12.21,40.85,2.64,,26.31,
11/13/2015,18:00,118.55,58.12,20.49,57.38,11.39,,40.63,
11/13/2015,19:00,114.97,55.65,16.91,65.48,94.74,,64.7,
11/13/2015,20:00,63.3,82.66,16.1,47.52,103.26,,72.05,
11/13/2015,21:00,76.75,59.44,11.53,34.36,58.84,,176.17,
11/13/2015,22:00,60.77,67.84,10.51,33.04,47.17,,172.93,
11/13/2015,23:00,53.17,55.87,6.28,29.34,60.1,,123.34,
11/13/2015,24:00:00,41,42.33,5.17,35.71,63.31,,113.43,
11/14/2015,1:00,,39.3,6.04,51.08,71.05,,106.29,
11/14/2015,2:00,108.17,34.03,5.35,53.66,43.75,,86.28,
11/14/2015,3:00,130.03,29.13,5.09,53.16,26.3,,65.49,
11/14/2015,4:00,95.91,,5.01,41.99,35.04,,51.95,
11/14/2015,5:00,36.61,37.01,6.1,36.91,37.44,,44.39,
11/14/2015,6:00,38.75,37.87,7.34,27.61,34.29,,41.11,
11/14/2015,7:00,81.27,46.71,7.8,25.8,32.29,,42.23,
11/14/2015,8:00,97.02,54.04,8.6,25.51,52.78,,50,
11/14/2015,9:00,105.61,65.54,10.97,33.58,75.67,,57.15,
11/14/2015,10:00,100.45,56.59,12.6,43.77,88.35,,62.4,
11/14/2015,11:00,36.27,54.45,15.27,46.45,71.33,,54.7,
11/14/2015,12:00,24.94,52.34,13.65,43.31,75.26,,50.32,
11/14/2015,13:00,32.49,64.69,21.38,47.22,59.31,,51.9,
11/14/2015,14:00,38.06,41.49,24.21,37.73,33.82,,35.98,
11/14/2015,15:00,40.69,28.75,24.32,30.6,6.44,,30.94,
11/14/2015,16:00,46.86,28.49,26.21,30.58,3.81,,31.24,
11/14/2015,17:00,54.77,35.47,32.36,44.24,20.96,,41.9,
11/14/2015,18:00,66.8,56.9,55.41,71.62,29.02,,61.69,
11/14/2015,19:00,67.34,60.46,60.63,71.1,37.94,,60.56,
11/14/2015,20:00,47.76,48.28,41.93,52.19,19,,46.15,
11/14/2015,21:00,27.72,31.6,24.88,34.66,3.77,,33.07,
11/14/2015,22:00,14.4,28.27,19.65,29.42,7.26,,29.37,
11/14/2015,23:00,20.03,27.65,13.22,25.54,13.4,,27.55,
11/14/2015,24:00:00,21.33,26.72,5.17,22.85,11.94,,27.11,
11/15/2015,1:00,,21.4,6.46,19.33,5.75,,23.69,
11/15/2015,2:00,18.5,17.63,7.72,16.67,2.75,,21.74,
11/15/2015,3:00,21.01,19.51,12.12,18.4,5.57,,22.42,
11/15/2015,4:00,26.4,21.63,10.69,24.66,4.71,,24.44,
11/15/2015,5:00,28.65,21.9,5.74,24.43,3.26,,24.45,
11/15/2015,6:00,28.5,22.59,3.04,23.88,19.59,,25.24,
11/15/2015,7:00,45.21,22.48,2.64,21.87,13.37,,24.6,
11/15/2015,8:00,52.25,24,3.09,17.99,37.22,,24.31,
11/15/2015,9:00,58.96,42.53,2.87,26.37,53.5,,35.05,
11/15/2015,10:00,41.89,40.57,3.27,26.88,81.62,,35.9,
11/15/2015,11:00,28.34,36.22,3.72,38.75,68.12,,37.29,
11/15/2015,12:00,53.45,23.02,7.01,57.17,45.87,,38.04,
11/15/2015,13:00,57.89,34.44,13.64,54.51,32.75,,35.1,
11/15/2015,14:00,38.68,37.16,18.78,44.73,17.5,,33.49,
11/15/2015,15:00,45.03,34.64,32.14,43.82,7.35,,32.4,
11/15/2015,16:00,47.72,40.8,27.71,32.52,2.67,,30.61,
11/15/2015,17:00,38.53,79.6,23.29,26.13,13.21,,31.47,
11/15/2015,18:00,93.05,197,6.94,38.26,35.61,,45.74,
11/15/2015,19:00,116.41,212.5,6.88,75.49,66.95,,100.54,
11/15/2015,20:00,102.98,99.69,7.13,66.66,80.68,,140.52,
11/15/2015,21:00,73.5,110.23,9.41,78.47,105.14,,145.35,
11/15/2015,22:00,168.58,93.43,10.07,65.51,85.65,,150.9,
11/15/2015,23:00,106.53,76.08,9.65,48.08,127.56,,111.13,
11/15/2015,24:00:00,47.78,62.85,8.84,37.53,131.55,,79.46,
11/16/2015,1:00,,54.45,8.71,40.21,135.77,,69.33,
11/16/2015,2:00,47.39,57.32,8.73,44.18,90.24,,63.73,
11/16/2015,3:00,57.59,67.41,8.36,42.91,54.13,,108.66,
11/16/2015,4:00,70.3,63.58,9.51,44.96,54.02,,112.15,
11/16/2015,5:00,48.38,59.43,10.53,45.99,82.7,,77.88,
11/16/2015,6:00,39.17,52.38,11.56,40.83,41.48,,63.51,
11/16/2015,7:00,48.43,49,14.09,45.85,30.92,,57.82,
11/16/2015,8:00,69.77,25,14.25,54.03,13.72,,49.03,
11/16/2015,9:00,84.54,17.89,14.02,51.47,25.24,,26.7,
11/16/2015,10:00,66.92,16.62,13.6,36.78,58.98,,24.56,
11/16/2015,11:00,27.65,16.19,13.07,21.66,33.02,,24.56,
11/16/2015,12:00,38.42,15.88,13.08,21.85,41.86,,24.91,
11/16/2015,13:00,43.17,14.73,11.45,22.66,11.12,,23.51,
11/16/2015,14:00,33.16,15.3,10.08,22.88,38.43,,25.01,
11/16/2015,15:00,38.91,15.66,13,22.49,10.6,,23.06,
11/16/2015,16:00,37.53,15.31,13.05,22.66,5.1,,22.79,
11/16/2015,17:00,36.4,16.73,13.91,25.78,12.94,,25.04,
11/16/2015,18:00,33.83,19.98,15.65,24.76,13.88,,25.95,
11/16/2015,19:00,29.57,22.54,16.89,26.96,14.3,,28.6,
11/16/2015,20:00,27.81,21.68,21.11,28.69,17.03,,26.84,
11/16/2015,21:00,34.64,24.65,20.66,31.56,16.39,,28.68,
11/16/2015,22:00,32.02,30.98,21.88,32.64,16.69,,33.4,
11/16/2015,23:00,40.33,32.43,25.43,32.38,17.28,,32.12,
11/16/2015,24:00:00,30.71,28.41,24.42,32.04,14.62,,32.5,
11/17/2015,1:00,,22.29,23.33,29.59,24.38,,29.21,
11/17/2015,2:00,60.24,23.09,22.91,28.86,33.71,,29.35,
11/17/2015,3:00,65.34,20.8,18.27,53.19,39.25,,27.13,
11/17/2015,4:00,62.78,22.09,14.16,63.68,30.02,,32.77,
11/17/2015,5:00,53.16,35.08,14.77,42.39,5.96,,41.29,
